Epoch [1/500], Step [1/10], Train Loss: 2.4161, Train Accuracy: 0.0625
Epoch [1/500], Step [2/10], Train Loss: 2.3772, Train Accuracy: 0.0625
Epoch [1/500], Step [3/10], Train Loss: 2.4286, Train Accuracy: 0.0729
Epoch [1/500], Step [4/10], Train Loss: 2.4668, Train Accuracy: 0.0703
Epoch [1/500], Step [5/10], Train Loss: 2.4704, Train Accuracy: 0.0625
Epoch [1/500], Step [6/10], Train Loss: 2.4520, Train Accuracy: 0.0677
Epoch [1/500], Step [7/10], Train Loss: 2.4449, Train Accuracy: 0.0625
Epoch [1/500], Step [8/10], Train Loss: 2.4468, Train Accuracy: 0.0742
Epoch [1/500], Step [9/10], Train Loss: 2.4396, Train Accuracy: 0.0729
Epoch [1/500], Step [10/10], Train Loss: 2.4259, Train Accuracy: 0.0767
Epoch [1/500], Validation Loss: 2.3019, Validation Accuracy: 0.1000
Epoch [2/500], Step [1/10], Train Loss: 2.2216, Train Accuracy: 0.0938
Epoch [2/500], Step [2/10], Train Loss: 2.2103, Train Accuracy: 0.1562
Epoch [2/500], Step [3/10], Train Loss: 2.2684, Train Accuracy: 0.1354
Epoch [2/500], Step [4/10], Train Loss: 2.2821, Train Accuracy: 0.1172
Epoch [2/500], Step [5/10], Train Loss: 2.3026, Train Accuracy: 0.1062
Epoch [2/500], Step [6/10], Train Loss: 2.3242, Train Accuracy: 0.1146
Epoch [2/500], Step [7/10], Train Loss: 2.3286, Train Accuracy: 0.1161
Epoch [2/500], Step [8/10], Train Loss: 2.3292, Train Accuracy: 0.1094
Epoch [2/500], Step [9/10], Train Loss: 2.3113, Train Accuracy: 0.1354
Epoch [2/500], Step [10/10], Train Loss: 2.3236, Train Accuracy: 0.1333
Epoch [2/500], Validation Loss: 2.2864, Validation Accuracy: 0.0900
Epoch [3/500], Step [1/10], Train Loss: 2.1991, Train Accuracy: 0.1562
Epoch [3/500], Step [2/10], Train Loss: 2.2996, Train Accuracy: 0.1094
Epoch [3/500], Step [3/10], Train Loss: 2.2978, Train Accuracy: 0.0938
Epoch [3/500], Step [4/10], Train Loss: 2.2949, Train Accuracy: 0.0859
Epoch [3/500], Step [5/10], Train Loss: 2.2834, Train Accuracy: 0.0813
Epoch [3/500], Step [6/10], Train Loss: 2.2946, Train Accuracy: 0.0833
Epoch [3/500], Step [7/10], Train Loss: 2.2908, Train Accuracy: 0.0893
Epoch [3/500], Step [8/10], Train Loss: 2.3012, Train Accuracy: 0.0859
Epoch [3/500], Step [9/10], Train Loss: 2.3137, Train Accuracy: 0.0903
Epoch [3/500], Step [10/10], Train Loss: 2.3363, Train Accuracy: 0.0933
Epoch [3/500], Validation Loss: 2.3000, Validation Accuracy: 0.1400
Epoch [4/500], Step [1/10], Train Loss: 2.2770, Train Accuracy: 0.1875
Epoch [4/500], Step [2/10], Train Loss: 2.2794, Train Accuracy: 0.1562
Epoch [4/500], Step [3/10], Train Loss: 2.2604, Train Accuracy: 0.1458
Epoch [4/500], Step [4/10], Train Loss: 2.2743, Train Accuracy: 0.1406
Epoch [4/500], Step [5/10], Train Loss: 2.2592, Train Accuracy: 0.1562
Epoch [4/500], Step [6/10], Train Loss: 2.2457, Train Accuracy: 0.1719
Epoch [4/500], Step [7/10], Train Loss: 2.2486, Train Accuracy: 0.1696
Epoch [4/500], Step [8/10], Train Loss: 2.2633, Train Accuracy: 0.1562
Epoch [4/500], Step [9/10], Train Loss: 2.2666, Train Accuracy: 0.1562
Epoch [4/500], Step [10/10], Train Loss: 2.2637, Train Accuracy: 0.1600
Epoch [4/500], Validation Loss: 2.3029, Validation Accuracy: 0.1400
Epoch [5/500], Step [1/10], Train Loss: 2.2217, Train Accuracy: 0.2812
Epoch [5/500], Step [2/10], Train Loss: 2.2125, Train Accuracy: 0.2344
Epoch [5/500], Step [3/10], Train Loss: 2.2084, Train Accuracy: 0.1979
Epoch [5/500], Step [4/10], Train Loss: 2.2324, Train Accuracy: 0.1719
Epoch [5/500], Step [5/10], Train Loss: 2.2480, Train Accuracy: 0.1812
Epoch [5/500], Step [6/10], Train Loss: 2.2510, Train Accuracy: 0.1615
Epoch [5/500], Step [7/10], Train Loss: 2.2603, Train Accuracy: 0.1518
Epoch [5/500], Step [8/10], Train Loss: 2.2636, Train Accuracy: 0.1445
Epoch [5/500], Step [9/10], Train Loss: 2.2713, Train Accuracy: 0.1424
Epoch [5/500], Step [10/10], Train Loss: 2.3003, Train Accuracy: 0.1400
